pix64,count,pix64_group
27105,15,271
17460,15,174
25966,15,259
40941,15,409
26204,15,262
27848,15,278
40291,15,402
35987,15,359
36620,15,366
4455,15,44
25426,15,254
19050,15,190
10786,15,107
17250,15,172
30822,15,308
23128,15,231
31398,15,313
25790,15,257
18785,15,187
18902,15,189
10296,15,102
13345,15,133
8767,14,87
47971,14,479
27865,14,278
13402,14,134
22517,14,225
48476,14,484
6181,14,61
46608,14,466
20116,14,201
18025,14,180
4366,14,43
26441,14,264
6401,14,64
4686,14,46
9365,14,93
43872,14,438
12555,14,125
16432,14,164
18088,14,180
27161,14,271
45803,14,458
33457,14,334
32907,14,329
27908,14,279
25079,14,250
25563,14,255
26280,14,262
27338,14,273
40221,14,402
40384,14,403
8420,14,84
4604,14,46
45875,14,458
44698,14,446
25997,14,259
5002,14,50
4577,14,45
17715,14,177
27373,14,273
26850,14,268
31355,14,313
12684,14,126
23075,14,230
28619,14,286
44223,14,442
17548,14,175
18686,14,186
17598,14,175
8230,14,82
17741,14,177
8227,14,82
35284,14,352
17780,14,177
25853,14,258
19285,14,192
26994,14,269
28556,14,285
43950,14,439
38270,14,382
17848,14,178
17602,14,176
18584,14,185
5033,14,50
25963,14,259
34935,14,349
5209,14,52
4344,14,43
45222,14,452
35242,14,352
28346,14,283
686,14,6
46110,14,461
17748,14,177
32685,14,326
18007,14,180
18148,14,181
31396,14,313
8307,14,83
19282,14,192
4253,14,42
25756,14,257
32686,14,326
33105,14,331
25172,14,251
23204,14,232
26405,14,264
9047,14,90
35388,14,353
22769,14,227
33925,14,339
34215,14,342
6237,14,62
4759,14,47
25307,14,253
31685,14,316
19162,14,191
46209,14,462
44108,14,441
17306,14,173
8303,14,83
26271,14,262
28056,14,280
28486,14,284
33269,14,332
45986,14,459
16499,14,164
4376,14,43
18098,13,180
17264,13,172
17278,13,172
19849,13,198
28483,13,284
27712,13,277
48686,13,486
36217,13,362
27939,13,279
33076,13,330
47047,13,470
44820,13,448
48483,13,484
18601,13,186
38797,13,387
19954,13,199
13569,13,135
22357,13,223
4680,13,46
19881,13,198
19664,13,196
46865,13,468
17395,13,173
27760,13,277
31276,13,312
8492,13,84
10399,13,103
48163,13,481
31187,13,311
43477,13,434
43460,13,434
18001,13,180
17554,13,175
37505,13,375
26205,13,262
33610,13,336
32781,13,327
39432,13,394
33116,13,331
43940,13,439
4108,13,41
8374,13,83
26699,13,266
4538,13,45
10374,13,103
46998,13,469
46259,13,462
27807,13,278
36619,13,366
25792,13,257
907,13,9
31552,13,315
26018,13,260
44017,13,440
46135,13,461
32436,13,324
31164,13,311
32410,13,324
27790,13,277
28181,13,281
26102,13,261
16701,13,167
4977,13,49
38657,13,386
27722,13,277
27889,13,278
23076,13,230
36128,13,361
34294,13,342
36236,13,362
34493,13,344
27067,13,270
28298,13,282
44379,13,443
9368,13,93
46346,13,463
34081,13,340
28468,13,284
25599,13,255
8945,13,89
25930,13,259
40812,13,408
4151,13,41
27083,13,270
4805,13,48
5408,13,54
4865,13,48
19110,13,191
49019,13,490
27733,13,277
23234,13,232
47460,13,474
29718,13,297
34355,13,343
47204,13,472
36134,13,361
25762,13,257
36104,13,361
35538,13,355
16657,13,166
9015,13,90
44805,13,448
44261,13,442
19573,13,195
5635,13,56
4469,13,44
40252,13,402
40326,13,403
27172,13,271
4497,13,44
8551,13,85
31310,13,313
12368,13,123
33900,13,339
34189,13,341
43671,13,436
26464,13,264
18727,13,187
929,13,9
17683,13,176
17895,13,178
48380,13,483
26981,13,269
18943,13,189
17797,13,177
21884,13,218
9271,13,92
20186,13,201
35499,13,354
18103,13,181
19501,13,195
18076,12,180
33283,12,332
4548,12,45
38822,12,388
27579,12,275
19943,12,199
17407,12,174
16601,12,166
18083,12,180
4670,12,46
19112,12,191
46395,12,463
17083,12,170
27365,12,273
26295,12,262
21811,12,218
25671,12,256
35707,12,357
17852,12,178
27234,12,272
9742,12,97
9764,12,97
19412,12,194
27741,12,277
28369,12,283
46753,12,467
25893,12,258
28196,12,281
6432,12,64
26098,12,260
19023,12,190
26388,12,263
9429,12,94
33003,12,330
40434,12,404
8843,12,88
27126,12,271
28172,12,281
4642,12,46
2315,12,23
9273,12,92
17807,12,178
33274,12,332
26149,12,261
34930,12,349
18405,12,184
27061,12,270
20125,12,201
721,12,7
43839,12,438
28544,12,285
36066,12,360
39065,12,390
4798,12,47
18837,12,188
6219,12,62
36545,12,365
45872,12,458
25844,12,258
539,12,5
18281,12,182
8927,12,89
28491,12,284
48519,12,485
28188,12,281
27102,12,271
19941,12,199
18957,12,189
9383,12,93
36059,12,360
2225,12,22
33093,12,330
8816,12,88
25935,12,259
46892,12,468
16666,12,166
35547,12,355
19955,12,199
25455,12,254
23195,12,231
23184,12,231
4439,12,44
17997,12,179
16758,12,167
26736,12,267
18622,12,186
45746,12,457
35910,12,359
20640,12,206
20660,12,206
8383,12,83
8809,12,88
31532,12,315
25610,12,256
32510,12,325
26568,12,265
46181,12,461
46159,12,461
47473,12,474
36153,12,361
9014,12,90
26402,12,264
36847,12,368
9163,12,91
18627,12,186
22786,12,227
46413,12,464
8523,12,85
31359,12,313
27375,12,273
40274,12,402
26553,12,265
24958,12,249
18,12,0
27562,12,275
9359,12,93
32848,12,328
26876,12,268
28511,12,285
31417,12,314
26264,12,262
21150,12,211
5164,12,51
8495,12,84
17987,12,179
40346,12,403
33593,12,335
38321,12,383
19625,11,196
4114,11,41
35177,11,351
18839,11,188
27989,11,279
25338,11,253
17834,11,178
8730,11,87
18793,11,187
161,11,1
27164,11,271
26667,11,266
9039,11,90
26346,11,263
27530,11,275
6433,11,64
26991,11,269
4615,11,46
4466,11,44
26802,11,268
27156,11,271
8493,11,84
4795,11,47
5026,11,50
19032,11,190
48230,11,482
26057,11,260
19611,11,196
34858,11,348
4840,11,48
25680,11,256
5049,11,50
21854,11,218
4688,11,46
27080,11,270
8952,11,89
17678,11,176
12580,11,125
26343,11,263
22759,11,227
8858,11,88
18883,11,188
26305,11,263
26360,11,263
21017,11,210
18623,11,186
21847,11,218
38684,11,386
27934,11,279
33651,11,336
44463,11,444
31404,11,314
8222,11,82
38887,11,388
26554,11,265
26073,11,260
36017,11,360
26071,11,260
19271,11,192
20145,11,201
45046,11,450
33913,11,339
43619,11,436
26331,11,263
34349,11,343
47741,11,477
45590,11,455
34918,11,349
31724,11,317
17452,11,174
9490,11,94
46175,11,461
33337,11,333
27996,11,279
27532,11,275
27366,11,273
35869,11,358
12673,11,126
8575,11,85
4216,11,42
4317,11,43
9187,11,91
36800,11,368
45426,11,454
19978,11,199
24922,11,249
27053,11,270
31303,11,313
46610,11,466
12794,11,127
9336,11,93
20031,11,200
4946,11,49
31358,11,313
33417,11,334
19652,11,196
33079,11,330
33835,11,338
27737,11,277
24644,11,246
22822,11,228
33998,11,339
23342,11,233
8650,11,86
44452,11,444
46802,11,468
8275,10,82
17979,10,179
28508,10,285
25056,10,250
25413,10,254
26351,10,263
27729,10,277
34809,10,348
45787,10,457
34798,10,347
28089,10,280
34640,10,346
48390,10,483
27243,10,272
9732,10,97
46630,10,466
46648,10,466
19608,10,196
4454,10,44
27677,10,276
26302,10,263
27771,10,277
12380,10,123
45949,10,459
5278,10,52
41081,10,410
26755,10,267
4438,10,44
28244,10,282
10416,10,104
20537,10,205
34260,10,342
21112,10,211
33107,10,331
49014,10,490
46389,10,463
17592,10,175
8524,10,85
44365,10,443
44389,10,443
5057,10,50
4507,10,45
0,10,0
26513,10,265
13371,10,133
18582,10,185
27299,10,272
8787,10,87
44932,10,449
25974,10,259
28300,10,283
19041,10,190
33796,10,337
28609,10,286
33552,10,335
36243,10,362
36734,10,367
33558,10,335
47139,10,471
27653,10,276
12359,10,123
5181,10,51
8197,10,81
35545,10,355
17572,10,175
25831,10,258
35033,10,350
17659,10,176
9118,10,91
25977,10,259
8919,10,89
9375,10,93
17559,10,175
2062,10,20
4923,10,49
6218,10,62
6241,10,62
18869,10,188
19730,10,197
8971,10,89
9185,10,91
46294,10,462
23050,10,230
47211,10,472
23088,10,230
45763,10,457
45235,10,452
26169,10,261
26318,10,263
27912,10,279
22658,10,226
23246,10,232
5236,10,52
5074,10,50
20075,10,200
18421,10,184
28583,10,285
619,10,6
36793,10,367
28569,10,285
141,10,1
21996,10,219
17761,10,177
46883,10,468
4231,10,42
19130,10,191
25960,10,259
25916,10,259
46890,10,468
21980,10,219
48475,10,484
27073,10,270
17208,10,172
6233,10,62
21872,10,218
9367,10,93
17491,10,174
17805,10,178
691,10,6
26006,10,260
552,10,5
23328,10,233
19296,10,192
20273,10,202
8698,10,86
20254,10,202
8646,10,86
35514,10,355
5648,10,56
4710,10,47
4646,10,46
28271,10,282
18154,10,181
5255,10,52
8289,10,82
44252,10,442
24023,9,240
36773,9,367
19546,9,195
20229,9,202
39085,9,390
31435,9,314
9044,9,90
5244,9,52
5075,9,50
28044,9,280
4297,9,42
25228,9,252
33944,9,339
23323,9,233
46149,9,461
9048,9,90
8625,9,86
27017,9,270
6,9,0
18677,9,186
18018,9,180
25763,9,257
43631,9,436
33957,9,339
45247,9,452
17245,9,172
9069,9,90
27374,9,273
9362,9,93
34697,9,346
34405,9,344
18978,9,189
40250,9,402
25945,9,259
4118,9,41
33616,9,336
23269,9,232
23167,9,231
4168,9,41
19587,9,195
26092,9,260
33503,9,335
522,9,5
26987,9,269
31641,9,316
17774,9,177
17694,9,176
18928,9,189
4990,9,49
26257,9,262
34698,9,346
32894,9,328
45988,9,459
18482,9,184
45460,9,454
45506,9,455
23010,9,230
5140,9,51
27409,9,274
49093,9,490
27606,9,276
17594,9,175
17842,9,178
17510,9,175
17483,9,174
21982,9,219
27612,9,276
9230,9,92
18900,9,189
21433,9,214
26942,9,269
30769,9,307
21073,9,210
20731,9,207
36554,9,365
17974,9,179
23481,9,234
19034,9,190
34511,9,345
26281,9,262
8763,9,87
46658,9,466
46939,9,469
9342,9,93
22615,9,226
38858,9,388
26407,9,264
20505,9,205
12345,9,123
36671,9,366
42004,9,420
20026,9,200
12512,9,125
18670,9,186
23211,9,232
26200,9,262
47330,9,473
26206,9,262
26192,9,261
24579,9,245
47244,9,472
36712,9,367
32508,9,325
33766,9,337
32396,9,323
4134,9,41
35993,9,359
33112,9,331
34086,9,340
26998,9,269
48479,9,484
25585,9,255
17814,9,178
708,9,7
41270,9,412
8934,9,89
25863,9,258
27904,9,279
34251,9,342
18031,9,180
33293,9,332
27005,9,270
9308,9,93
28254,9,282
36794,9,367
44019,9,440
42991,9,429
22957,9,229
22773,9,227
44284,9,442
19700,9,197
34038,9,340
34670,9,346
35567,9,355
4418,9,44
20335,9,203
46182,9,461
23222,9,232
36320,9,363
12333,9,123
33549,9,335
24813,9,248
36177,9,361
2136,9,21
36511,9,365
5284,9,52
27250,9,272
4435,9,44
28506,9,285
33104,9,331
33746,9,337
5636,9,56
8234,9,82
31479,9,314
35506,9,355
5302,9,53
40290,8,402
19535,8,195
20422,8,204
27521,8,275
27231,8,272
27762,8,277
27285,8,272
18114,8,181
34446,8,344
34494,8,344
27810,8,278
22365,8,223
26078,8,260
20179,8,201
46438,8,464
45636,8,456
28315,8,283
44281,8,442
8392,8,83
9111,8,91
44833,8,448
17565,8,175
5011,8,50
25205,8,252
4772,8,47
37475,8,374
32484,8,324
18852,8,188
46011,8,460
12453,8,124
27910,8,279
43573,8,435
27916,8,279
22976,8,229
46661,8,466
18713,8,187
31677,8,316
27868,8,278
33030,8,330
17516,8,175
18029,8,180
35771,8,357
10325,8,103
48711,8,487
32502,8,325
35985,8,359
18932,8,189
43987,8,439
14858,8,148
22804,8,228
27687,8,276
4487,8,44
34098,8,340
33828,8,338
27853,8,278
10394,8,103
46997,8,469
26496,8,264
45431,8,454
17124,8,171
19061,8,190
9012,8,90
46729,8,467
17755,8,177
36598,8,365
9334,8,93
31155,8,311
35101,8,351
28279,8,282
47005,8,470
22614,8,226
46198,8,461
46196,8,461
26048,8,260
8740,8,87
18544,8,185
46512,8,465
17130,8,171
34521,8,345
22966,8,229
19280,8,192
46183,8,461
25332,8,253
18112,8,181
40818,8,408
4948,8,49
44366,8,443
4235,8,42
27591,8,275
25989,8,259
31736,8,317
26142,8,261
5136,8,51
18803,8,188
27976,8,279
10403,8,104
27769,8,277
47058,8,470
19109,8,191
20215,8,202
27859,8,278
25905,8,259
2247,8,22
47074,8,470
49104,8,491
46040,8,460
48338,8,483
8192,8,81
583,8,5
26420,8,264
731,8,7
32433,8,324
44807,8,448
4644,8,46
28173,8,281
31322,8,313
4342,8,43
38255,8,382
20400,8,204
36160,8,361
19091,8,190
12379,8,123
19756,8,197
48297,8,482
12560,8,125
28127,8,281
20404,8,204
43630,8,436
18827,8,188
9133,8,91
9007,8,90
34026,8,340
13417,8,134
16423,8,164
44290,8,442
4105,8,41
18089,8,180
47073,8,470
39659,8,396
9385,8,93
19553,8,195
20341,8,203
26690,8,266
19064,7,190
8721,7,87
25958,7,259
18407,7,184
45790,7,457
21156,7,211
33138,7,331
27766,7,277
4299,7,42
28290,7,282
25948,7,259
18307,7,183
35443,7,354
19499,7,194
16533,7,165
12556,7,125
44119,7,441
16602,7,166
31419,7,314
31397,7,313
28426,7,284
26972,7,269
25742,7,257
24778,7,247
36323,7,363
31970,7,319
28620,7,286
4715,7,47
21987,7,219
35314,7,353
46882,7,468
43420,7,434
27655,7,276
34160,7,341
8574,7,85
31625,7,316
9394,7,93
27218,7,272
27525,7,275
19738,7,197
33294,7,332
4959,7,49
35676,7,356
5040,7,50
28256,7,282
19056,7,190
35549,7,355
44400,7,444
25375,7,253
20405,7,204
43585,7,435
26187,7,261
43939,7,439
43942,7,439
4223,7,42
36670,7,366
34539,7,345
32662,7,326
35131,7,351
9290,7,92
36130,7,361
28075,7,280
24583,7,245
27846,7,278
25002,7,250
34243,7,342
43575,7,435
13312,7,133
33919,7,339
26058,7,260
17629,7,176
5022,7,50
4349,7,43
9358,7,93
44352,7,443
31515,7,315
747,7,7
6172,7,61
27993,7,279
17750,7,177
48270,7,482
46886,7,468
27682,7,276
12631,7,126
12335,7,123
45983,7,459
48381,7,483
46024,7,460
18798,7,187
25906,7,259
19318,7,193
34106,7,341
34546,7,345
272,7,2
47125,7,471
45749,7,457
28052,7,280
23053,7,230
26307,7,263
20203,7,202
28524,7,285
45958,7,459
24842,7,248
26262,7,262
26364,7,263
23143,7,231
23148,7,231
48993,7,489
5019,7,50
5015,7,50
18393,7,183
26097,7,260
18566,7,185
34910,7,349
2220,7,22
18042,7,180
602,7,6
18987,7,189
9157,7,91
16653,7,166
5170,7,51
27828,7,278
13478,7,134
4519,7,45
4939,7,49
12678,7,126
12317,7,123
46111,7,461
34430,7,344
31399,7,313
18972,7,189
12599,7,125
18971,7,189
16961,7,169
2571,7,25
19543,7,195
35389,7,353
8221,7,82
44109,7,441
47199,7,471
26159,7,261
19744,7,197
23113,7,231
23160,7,231
22945,7,229
28289,7,282
27128,7,271
27271,7,272
4131,7,41
44371,7,443
40801,7,408
8206,7,82
35049,7,350
28236,7,282
28457,7,284
38975,7,389
20721,7,207
17878,7,178
43968,7,439
27342,7,273
34944,7,349
46144,7,461
19658,7,196
31375,7,313
16785,6,167
18061,6,180
40264,6,402
48440,6,484
8626,6,86
4405,6,44
9049,6,90
9126,6,91
28294,6,282
4193,6,41
36222,6,362
36171,6,361
47370,6,473
28499,6,284
26265,6,262
19074,6,190
27863,6,278
46217,6,462
27106,6,271
27511,6,275
27509,6,275
4504,6,45
34680,6,346
31161,6,311
757,6,7
36457,6,364
35269,6,352
25822,6,258
10291,6,102
19958,6,199
28374,6,283
38859,6,388
8521,6,85
19083,6,190
48961,6,489
48963,6,489
38253,6,382
26913,6,269
5203,6,52
45854,6,458
20362,6,203
17312,6,173
8903,6,89
18420,6,184
43694,6,436
8989,6,89
17235,6,172
19125,6,191
28063,6,280
26314,6,263
28077,6,280
33943,6,339
10762,6,107
47391,6,473
48296,6,482
49094,6,490
25035,6,250
5122,6,51
33708,6,337
33710,6,337
43848,6,438
28277,6,282
595,6,5
24927,6,249
27998,6,279
9477,6,94
13460,6,134
48274,6,482
30029,6,300
17781,6,177
32414,6,324
25472,6,254
25335,6,253
45975,6,459
10323,6,103
689,6,6
17795,6,177
26481,6,264
36668,6,366
36038,6,360
26203,6,262
21918,6,219
17815,6,178
48186,6,481
24775,6,247
36728,6,367
75,6,0
18521,6,185
43884,6,438
25619,6,256
28598,6,285
6244,6,62
46240,6,462
17722,6,177
27975,6,279
17533,6,175
18247,6,182
46683,6,466
27919,6,279
28150,6,281
27961,6,279
26330,6,263
45802,6,458
36241,6,362
46301,6,463
27929,6,279
12452,6,124
8711,6,87
33115,6,331
5044,6,50
10334,6,103
665,6,6
26039,6,260
27046,6,270
43912,6,439
43913,6,439
26984,6,269
5379,6,53
4682,6,46
642,6,6
35952,6,359
25180,6,251
34143,6,341
25171,6,251
26238,6,262
10418,6,104
23171,6,231
36237,6,362
35911,6,359
17023,6,170
40985,6,409
18022,6,180
31629,6,316
5047,6,50
26213,6,262
33095,6,330
36139,6,361
27650,6,276
26308,6,263
24954,6,249
38872,6,388
20270,6,202
18121,6,181
4534,6,45
34074,6,340
27008,6,270
25255,6,252
22590,6,225
47941,6,479
22958,6,229
47093,6,470
28081,6,280
34028,6,340
45351,6,453
22682,6,226
28384,6,283
27475,6,274
39485,6,394
39068,6,390
37025,6,370
28592,6,285
28284,6,282
28570,6,285
46417,6,464
25854,6,258
33034,6,330
16437,6,164
9387,6,93
26784,6,267
20060,6,200
20424,6,204
27774,6,277
31420,5,314
44245,5,442
27158,5,271
27626,5,276
27254,5,272
27349,5,273
26814,5,268
23321,5,233
22605,5,226
32481,5,324
39055,5,390
39049,5,390
20506,5,205
934,5,9
17785,5,177
9108,5,91
8385,5,83
19804,5,198
44221,5,442
4692,5,46
40904,5,409
4146,5,41
33924,5,339
33244,5,332
18540,5,185
17071,5,170
34808,5,348
22679,5,226
34795,5,347
34695,5,346
28039,5,280
24646,5,246
28084,5,280
28036,5,280
35631,5,356
2230,5,22
18413,5,184
44311,5,443
4954,5,49
4928,5,49
20610,5,206
39426,5,394
27855,5,278
28611,5,286
47117,5,471
26221,5,262
34507,5,345
36110,5,361
20642,5,206
35928,5,359
18136,5,181
27446,5,274
20046,5,200
21990,5,219
25593,5,255
28446,5,284
125,5,1
33556,5,335
33210,5,332
23213,5,232
27811,5,278
2121,5,21
25991,5,259
9275,5,92
26082,5,260
8854,5,88
17425,5,174
29939,5,299
47876,5,478
33907,5,339
28490,5,284
26282,5,262
36298,5,362
34554,5,345
43717,5,437
27917,5,279
27960,5,279
34552,5,345
47701,5,477
45587,5,455
18496,5,184
46199,5,461
4340,5,43
32394,5,323
36669,5,366
43820,5,438
25632,5,256
26403,5,264
17893,5,178
46061,5,460
18466,5,184
6236,5,62
16959,5,169
8887,5,88
10289,5,102
31120,5,311
28365,5,283
12325,5,123
10261,5,102
17671,5,176
46999,5,469
33693,5,336
46060,5,460
12421,5,124
32451,5,324
27431,5,274
17664,5,176
28382,5,283
26467,5,264
18395,5,183
48915,5,489
32891,5,328
34318,5,343
43720,5,437
28152,5,281
28539,5,285
28107,5,281
17238,5,172
12767,5,127
25339,5,253
17557,5,175
16645,5,166
19044,5,190
49021,5,490
46036,5,460
44852,5,448
31403,5,314
8218,5,82
25941,5,259
8194,5,81
2561,5,25
17574,5,175
911,5,9
17740,5,177
32456,5,324
25645,5,256
33694,5,336
18880,5,188
13397,5,133
27483,5,274
33926,5,339
21155,5,211
46234,5,462
45985,5,459
19326,5,193
33899,5,338
19419,5,194
13511,5,135
34418,5,344
26170,5,261
5149,5,51
25936,5,259
4125,5,41
17537,5,175
35714,5,357
4245,5,42
16723,5,167
31408,5,314
9138,5,91
27391,5,273
8427,5,84
31259,5,312
20290,5,202
33281,5,332
31422,5,314
4449,5,44
20291,5,202
19850,5,198
20377,4,203
27552,4,275
17205,4,172
19676,4,196
17301,4,173
17398,4,173
4425,4,44
5307,4,53
8603,4,86
8665,4,86
31663,4,316
44313,4,443
8553,4,85
9741,4,97
16782,4,167
20245,4,202
44933,4,449
17658,4,176
19157,4,191
27456,4,274
26839,4,268
4900,4,49
8344,4,83
25983,4,259
25939,4,259
18035,4,180
8525,4,85
4319,4,43
38676,4,386
27474,4,274
5089,4,50
5014,4,50
18190,4,181
43374,4,433
46158,4,461
17108,4,171
20079,4,200
28311,4,283
28305,4,283
8708,4,87
8908,4,89
26067,4,260
17421,4,174
18578,4,185
34911,4,349
2125,4,21
8741,4,87
2147,4,21
18207,4,182
5151,4,51
4301,4,43
40951,4,409
44358,4,443
18761,4,187
46367,4,463
18766,4,187
28334,4,283
18271,4,182
668,4,6
36533,4,365
31689,4,316
9252,4,92
697,4,6
46762,4,467
28352,4,283
26936,4,269
26985,4,269
26979,4,269
26986,4,269
28588,4,285
27099,4,270
4814,4,48
17673,4,176
43891,4,438
8746,4,87
10353,4,103
6225,4,62
6263,4,62
6256,4,62
36008,4,360
10319,4,103
18794,4,187
8832,4,88
36593,4,365
31559,4,315
729,4,7
27832,4,278
27833,4,278
28546,4,285
28372,4,283
26989,4,269
49009,4,490
12675,4,126
49020,4,490
45073,4,450
44836,4,448
19740,4,197
27691,4,276
39487,4,394
22392,4,223
6164,4,61
35897,4,358
17121,4,171
532,4,5
10240,4,102
26425,4,264
36896,4,368
36623,4,366
36634,4,366
9305,4,93
10285,4,102
26198,4,261
17735,4,177
17782,4,177
46681,4,466
35395,4,353
9021,4,90
8396,4,83
8985,4,89
44818,4,448
44361,4,443
27221,4,272
4437,4,44
38856,4,388
27049,4,270
17052,4,170
10386,4,103
32647,4,326
36844,4,368
25182,4,251
48267,4,482
19029,4,190
19028,4,190
46314,4,463
27651,4,276
18835,4,188
26233,4,262
25735,4,257
24921,4,249
28449,4,284
27661,4,276
33092,4,330
34115,4,341
34536,4,345
34538,4,345
33752,4,337
25369,4,253
27319,4,273
4940,4,49
8549,4,85
44360,4,443
19727,4,197
19919,4,199
33458,4,334
35383,4,353
35929,4,359
34362,4,343
43915,4,439
26134,4,261
28113,4,281
47304,4,473
47110,4,471
28148,4,281
26161,4,261
36255,4,362
36703,4,367
28612,4,286
26285,4,262
34168,4,341
18480,4,184
33906,4,339
34095,4,340
23142,4,231
26260,4,262
26340,4,263
24886,4,248
28108,4,281
26115,4,261
25555,4,255
45967,4,459
22914,4,229
43676,4,436
23232,4,232
22659,4,226
18970,4,189
8406,4,84
8211,4,82
18144,4,181
35511,4,355
30092,4,300
47197,4,471
25438,4,254
34696,4,346
33125,4,331
48641,4,486
27723,4,277
26299,4,262
47597,4,475
45791,4,457
22708,4,227
34740,4,347
33961,4,339
23473,4,234
23437,4,234
46239,4,462
18643,4,186
25009,4,250
26270,4,262
28533,4,285
33981,4,339
23135,4,231
33958,4,339
33139,4,331
21036,4,210
22825,4,228
28528,4,285
28046,4,280
26255,4,262
27153,4,271
5254,4,52
44921,4,449
17220,4,172
17266,4,172
19095,4,190
27522,4,275
18075,4,180
19490,4,194
16664,3,166
18775,3,187
17344,3,173
20428,3,204
34984,3,349
17197,3,171
20054,3,200
20369,3,203
16493,3,164
19758,3,197
19746,3,197
17978,3,179
35557,3,355
9735,3,97
44507,3,445
31281,3,312
8450,3,84
16444,3,164
19563,3,195
19460,3,194
19659,3,196
19496,3,194
9347,3,93
8968,3,89
8228,3,82
9381,3,93
9164,3,91
8790,3,87
44462,3,444
44809,3,448
34916,3,349
27582,3,275
27529,3,275
27520,3,275
27239,3,272
27351,3,273
27577,3,275
27402,3,274
5275,3,52
27536,3,275
5264,3,52
37636,3,376
27367,3,273
34913,3,349
17566,3,175
17639,3,176
31529,3,315
31315,3,313
8528,3,85
31720,3,317
9351,3,93
44377,3,443
8786,3,87
20360,3,203
2207,3,22
17453,3,174
2057,3,20
18787,3,187
4855,3,48
38704,3,387
27052,3,270
27641,3,276
26877,3,268
21851,3,218
5008,3,50
4303,3,43
4111,3,41
18669,3,186
6193,3,61
22300,3,223
49016,3,490
12366,3,123
25239,3,252
38869,3,388
27513,3,275
48996,3,489
27082,3,270
22012,3,220
4643,3,46
21880,3,218
4653,3,46
35789,3,357
17835,3,178
2246,3,22
2110,3,21
18786,3,187
17456,3,174
17514,3,175
8959,3,89
31742,3,317
41143,3,411
8715,3,87
26453,3,264
25913,3,259
25954,3,259
26052,3,260
18941,3,189
18712,3,187
35698,3,356
35208,3,352
25177,3,251
19114,3,191
45852,3,458
27477,3,274
28354,3,283
26952,3,269
27028,3,270
38924,3,389
39657,3,396
12630,3,126
19025,3,190
6202,3,62
6161,3,61
33535,3,335
17817,3,178
745,3,7
17525,3,175
36576,3,365
41276,3,412
43453,3,434
8856,3,88
41077,3,410
9229,3,92
10358,3,103
43452,3,434
2116,3,21
16957,3,169
33914,3,339
33795,3,337
34073,3,340
34295,3,342
21289,3,212
21283,3,212
34051,3,340
45874,3,458
38363,3,383
28559,3,285
26970,3,269
24809,3,248
25390,3,253
20029,3,200
17859,3,178
18917,3,189
36382,3,363
31216,3,312
10337,3,103
26020,3,260
31118,3,311
25724,3,257
43886,3,438
8888,3,88
25673,3,256
20168,3,201
33121,3,331
22918,3,229
34003,3,340
27796,3,277
48262,3,482
48363,3,483
28416,3,284
28443,3,284
28064,3,280
27757,3,277
23436,3,234
23345,3,233
29958,3,299
45961,3,459
27715,3,277
24665,3,246
28080,3,280
28083,3,280
28482,3,284
30103,3,301
28498,3,284
13419,3,134
45438,3,454
34029,3,340
23392,3,233
20171,3,201
17758,3,177
36775,3,367
23210,3,232
17753,3,177
250,3,2
45430,3,454
16954,3,169
33596,3,335
33777,3,337
43787,3,437
32482,3,324
10288,3,102
10346,3,103
26199,3,261
26620,3,266
34407,3,344
23475,3,234
47962,3,479
47599,3,475
27732,3,277
28050,3,280
27963,3,279
26304,3,263
19315,3,193
33966,3,339
22709,3,227
34397,3,343
36189,3,361
36183,3,361
33930,3,339
24944,3,249
42006,3,420
31998,3,319
32594,3,325
26232,3,262
26525,3,265
32322,3,323
32695,3,326
20012,3,200
36262,3,362
23224,3,232
23207,3,232
34542,3,345
46964,3,469
34460,3,344
28124,3,281
26323,3,263
26542,3,265
28014,3,280
28115,3,281
20099,3,200
34510,3,345
36290,3,362
23055,3,230
23282,3,232
23146,3,231
32799,3,327
18864,3,188
35578,3,355
17580,3,175
20353,3,203
17992,3,179
17573,3,175
32910,3,329
17571,3,175
41080,3,410
8216,3,82
44243,3,442
31331,3,313
8627,3,86
27361,3,273
4500,3,45
45443,3,454
4533,3,45
4367,3,43
27138,3,271
40385,3,403
5290,3,52
4451,3,44
27350,3,273
18073,2,180
27555,2,275
27235,2,272
27578,2,275
38820,2,388
17536,2,175
16767,2,167
35447,2,354
35053,2,350
16756,2,167
17448,2,174
18402,2,184
20082,2,200
26808,2,268
38838,2,388
4137,2,41
5072,2,50
40952,2,409
19136,2,191
5256,2,52
17584,2,175
46714,2,467
38836,2,388
4446,2,44
26874,2,268
12765,2,127
19066,2,190
5262,2,52
4375,2,43
34915,2,349
17446,2,174
18325,2,183
45540,2,455
13477,2,134
5080,2,50
36971,2,369
4887,2,48
23187,2,231
34495,2,344
28020,2,280
25634,2,256
26181,2,261
13,2,0
23212,2,232
46495,2,464
27921,2,279
26141,2,261
23191,2,231
10408,2,104
43716,2,437
26210,2,262
47353,2,473
24881,2,248
18867,2,188
46476,2,464
13380,2,133
20148,2,201
34352,2,343
24848,2,248
45741,2,457
28026,2,280
16865,2,168
35571,2,355
33447,2,334
18801,2,188
17283,2,172
33629,2,336
23237,2,232
33165,2,331
30094,2,300
47961,2,479
26371,2,263
25847,2,258
43995,2,439
26422,2,264
26423,2,264
33731,2,337
45070,2,450
24867,2,248
28154,2,281
26345,2,263
27950,2,279
36308,2,363
34517,2,345
